domain,result,type,ts,premium,price,renewal
phoneme.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
prosody.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
caesura.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
spondee.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
trochee.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
iamb.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
anapest.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
scansion.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
elision.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
ellipsis.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
dexis.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
dictum.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
dicta.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
glossa.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
lexis.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
lemma.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
glossol.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
glossing.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
recast.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
revoice.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
reweave.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
redraft.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
rescore.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
retell.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
scumble.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
frisket.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
scrim.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
tracery.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
tessera.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
graver.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
burin.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
gouge.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
etcher.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
etching.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
hatchery.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
duotone.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
tritone.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
halftone.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
tinter.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
tintype.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
grisaille.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
encaustic.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
impasto.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
pentimento.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
intaglio.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
finial.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
arris.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
cove.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
coving.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
ogee.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
ogive.ai,AVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
torus.ai,UNAVAILABLE,registration,2026-09-05 15:11:07,0,8270,8270
twiddle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
tweak.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
fiddle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
wiggle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
wobble.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
wriggle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
wrangle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
wangle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
wheedle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
coaxer.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
cajole.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
caress.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
tussle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
ruffle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
rumple.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
crumple.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
pleat.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
plait.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
plisse.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
unpleat.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
unknit.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
unknot.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
unbraid.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
unblend.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
unthread.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
threadlet.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
yarnlet.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
tassel.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
bobble.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
bobbly.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
pommel.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
gimbal.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
fulcrum.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
pawl.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
ratchet.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
cogwheel.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
pinion.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
bevelled.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
whittle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
whittler.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
spokeshave.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
spicule.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
splint.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
splinter.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
sloyd.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
adze.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
awl.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
bodkin.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
thimble.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
gimlet.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
gouger.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
auger.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
wherry.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
skerry.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
skiff.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
coracle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
coble.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
dinghy.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
dory.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
pram.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
punt.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
scull.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
sculler.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
scuttle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
scupper.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
sprit.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
sprig.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
twiglet.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
leaflet.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
bract.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
bractlet.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
umbel.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
cyme.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
corymb.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
raceme.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
panicle.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
glume.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
awn.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
aril.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
husk.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
frond.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
foliole.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
pinna.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
lamina.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
lamella.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
lamellar.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
petiole.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
stipule.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
isotone.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
isoline.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
isopleth.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
isobar.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
isobath.ai,AVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
isogon.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
dyadic.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
sheaf.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
sheave.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
lissome.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
lissom.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
pliant.ai,UNAVAILABLE,registration,2026-09-05 15:12:11,0,8270,8270
ramify.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
ramose.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
ramous.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
pleach.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
coppice.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
pollard.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
bough.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
bole.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
burl.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
burr.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
onlap.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
offlap.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
drumlin.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
kettle.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
kame.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
esker.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
moraine.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
arete.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
cirque.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
dell.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
dingle.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
dint.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
dent.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
tatter.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
tattered.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
drape.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
drapery.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
swathe.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
swath.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
swatch.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
swatchy.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
swaddle.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
swish.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
swoosh.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
swoop.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
swoon.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
saunter.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
gambol.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
gambit.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
gambrel.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
amble.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
ambler.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
ramble.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
rambler.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
meander.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
wander.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
wanderer.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
wayward.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
wayworn.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
sidle.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
sidestep.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
sidelong.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
oblique.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
slantwise.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
askew.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
skew.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
slant.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
swerver.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
nudger.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
softie.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
mellow.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
mallow.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
muggy.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
marshy.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
smidgen.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
smidge.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
dabble.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
dabber.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
dabster.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
dappled.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
dappler.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
ruddle.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
raddle.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
dittany.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
tansy.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
madder.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
weld.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
woad.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
burdock.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
comfrey.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
chervil.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
chive.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
savory.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
burnet.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
betony.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
woodruff.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
vervain.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
speedwell.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
harebell.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
eyebright.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
bugle.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
fleabane.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
fleawort.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
sepal.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
tepal.ai,AVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
stamen.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
anther.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
filament.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
pistil.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
ovule.ai,UNAVAILABLE,registration,2026-09-05 15:13:58,0,8270,8270
