domain,registrar_status,premium,registration_usd_per_year,renewal_usd_per_year,registrar_timestamp
ordito.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
oriel.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
orlare.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
otear.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
ousia.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
palea.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
pateo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
pelucid.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
pensar.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
pensare.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
pensato.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
pensee.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
penser.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
pensiero.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
penumbra.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:09
percee.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
perspic.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
phaino.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:11
phare.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:09
phares.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:09
pharos.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:09
phasis.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
phonic.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
phren.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
phrena.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
phronema.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
phronis.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
piega.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
pieghe.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
pinna.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
pinnule.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
pleat.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
pliant.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
plica.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
plicae.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
plicate.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
pliegue.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
pliure.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
portato.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
profilo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
prosody.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
punoa.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
punos.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
purl.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
purlin.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
purling.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
radula.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
raggio.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
raison.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
raita.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
ramal.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
ramus.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
rasgo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
rastro.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
raum.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
raunen.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
ravel.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
reflet.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
reflets.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
refocus.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
refold.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
relance.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
releve.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
relief.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
relume.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
rendija.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
replat.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
repli.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
resorte.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
retalho.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
retazo.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
retazos.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
rete.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
rethread.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
retia.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
reticle.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
retune.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
reveal.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
reveil.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
revelar.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
revers.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
ricalco.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
ricamo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
rilievo.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
rill.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
rimple.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
ripple.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
risalto.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
risvolto.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:11
rubato.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
ruche.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
ruched.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
ruching.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
rucking.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
rudder.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
runnel.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
saber.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
saperi.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
sapient.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
sapore.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
satori.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
sbircio.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
schau.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
scorcio.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
scull.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
sema.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
seme.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
sememe.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
semina.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
semino.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
semion.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
senno.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
sensa.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
sensio.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
senso.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
sensum.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
senti.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
sentic.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
sentio.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
sentir.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
sentire.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
serein.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
sesgar.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
sesgo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
sesudo.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
sguardo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
shiori.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
shirabe.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
shiru.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
shirube.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
shirushi.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
shizuku.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:24
sikt.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
sillage.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
sinn.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
sinueux.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
sisalla.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
sisin.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:24
sisus.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
sken.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
skimra.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
skimte.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
slue.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
sluice.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
snodo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
solmu.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
soma.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
somite.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
sonance.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
sonant.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
sonda.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
sondeo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
songe.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
songes.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
sonhar.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
sonho.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
sonoro.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
sopro.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
soral.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
sorus.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
spola.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
spore.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
sporule.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
spuren.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
stipule.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
subrosa.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
sugata.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
sulci.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
sulcus.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
sutil.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
svelare.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:11
svelato.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
svelo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
synlig.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
talamo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
tankar.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
tanke.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
taxis.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
tela.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
tellur.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:09
tenere.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
tenuto.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
tepala.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
tepaline.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
tesela.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
tessere.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
textum.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
theoria.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
thole.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
tholing.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
thymos.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
thyrse.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
thyrsus.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
tiller.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
tillered.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
tonos.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
traccia.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
tracer.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
tracery.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
trama.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
trame.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
tramer.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
trameur.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
transom.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
trasluz.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:11
traspare.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
trazo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
tremolo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
tropos.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
tsubomi.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:24
tsumugi.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:24
tsuzuri.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:24
tuck.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
tuft.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
tufted.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:17
tuike.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
tuiki.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
tyda.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
tydelig.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
tyding.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
udito.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
umbel.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
umbra.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
umbral.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
uncoil.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
unfurl.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
unlace.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
unmask.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
unmesh.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
unmute.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
unseam.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
unskein.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
unspool.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
untwine.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
unweave.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
unweft.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:02
usva.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
utsuro.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
utsuwa.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
vagen.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
vaisto.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
valaise.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
valkea.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
valo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
varco.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
varde.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
variare.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
varse.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
varsel.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
vava.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
vedo.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
veduta.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:19
veering.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
veille.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
veilleur.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:31
velamen.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
velar.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
velina.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:25
veludo.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
velum.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:50
venula.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
venule.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:56
veva.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
vevna.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
vietti.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
vire.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
viri.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
visao.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
visto.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
voluta.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
volute.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
vyer.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:43
vyyhti.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:30
wispish.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
wissen.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:37
wistful.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
wistly.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
witan.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
witling.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
witting.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
yawing.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:16:15
yohaku.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:24
yosuga.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:24
yukari.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:15:24
yukue.ai,AVAILABLE,0,82.7,82.7,2026-09-05 22:14:37
yurai.ai,UNAVAILABLE,0,82.7,82.7,2026-09-05 22:15:24
